row,channel,visits,cost,contacts,date_time,spot
4044,E,122.85,0.0,23000.0,2019-04-24 04:28:00,3962_Pangalactic-Gargleblaster_90_FPV
4045,K,116.55,272.5,66666.66666666667,2019-04-24 04:38:00,4377_Pangalactic-Gargleblaster_25_FPV
4046,C,-80.85000000000001,42.5,7666.666666666667,2019-04-24 04:54:00,4377_Pangalactic-Gargleblaster_25_FPV
4047,K,6.3,272.5,95000.0,2019-04-24 05:15:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4048,C,56.7,87.5,7000.0,2019-04-24 05:26:00,3962_Pangalactic-Gargleblaster_90_FPV
4049,E,-22.05,415.0,19000.0,2019-04-24 05:31:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4050,A,144.9,982.5,44000.0,2019-04-24 06:22:00,3971_Random-Request_90_FPV
4051,C,45.15,1310.0,78333.33333333333,2019-04-24 06:43:00,4377_Pangalactic-Gargleblaster_25_FPV
4052,C,178.5,250.0,12333.333333333334,2019-04-24 06:57:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4053,K,-122.85,1747.5,108666.66666666667,2019-04-24 07:02:00,4377_Pangalactic-Gargleblaster_25_FPV
4054,C,886.2,5022.5,182333.33333333334,2019-04-24 07:27:00,3962_Pangalactic-Gargleblaster_90_FPV
4055,H,470.4,2620.0,74000.0,2019-04-24 07:44:00,3962_Pangalactic-Gargleblaster_90_FPV
4056,C,107.1,545.0,0.0,2019-04-24 07:51:00,3962_Pangalactic-Gargleblaster_90_FPV
4057,C,474.6,3275.0,100000.0,2019-04-24 07:57:00,3962_Pangalactic-Gargleblaster_90_FPV
4058,K,-349.65,42.5,2333.3333333333335,2019-04-24 08:27:00,4228_No-room_25_Abba
4059,H,282.45,2620.0,98000.0,2019-04-24 08:50:00,3962_Pangalactic-Gargleblaster_90_FPV
4060,C,271.95,250.0,9666.666666666666,2019-04-24 08:55:00,3962_Pangalactic-Gargleblaster_90_FPV
4061,F,-120.75,327.5,18666.666666666668,2019-04-24 09:12:00,4377_Pangalactic-Gargleblaster_25_FPV
4062,F,259.34999999999997,3045.0,102000.0,2019-04-24 09:18:00,4378_Random-Request_25_FPV
4063,C,897.75,6550.0,231333.33333333334,2019-04-24 09:34:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4064,F,298.2,652.5,17333.333333333332,2019-04-24 09:53:00,3962_Pangalactic-Gargleblaster_90_FPV
4065,C,565.9499999999999,4367.5,99000.0,2019-04-24 10:21:00,3962_Pangalactic-Gargleblaster_90_FPV
4066,E,421.05,1222.5,21333.333333333332,2019-04-24 10:42:00,3962_Pangalactic-Gargleblaster_90_FPV
4067,I,102.9,262.5,40000.0,2019-04-24 10:49:00,4229_No-room_25_Abba
4068,I,239.4,42.5,1666.6666666666667,2019-04-24 10:55:00,4227_Busy-Bee_25_Abba
4069,F,245.7,3045.0,103000.0,2019-04-24 11:44:00,4377_Pangalactic-Gargleblaster_25_FPV
4070,E,-213.15,612.5,38666.666666666664,2019-04-24 11:57:00,4377_Pangalactic-Gargleblaster_25_FPV
4071,C,-170.1,982.5,19666.666666666668,2019-04-24 12:07:00,3962_Pangalactic-Gargleblaster_90_FPV
4072,F,-159.6,652.5,35333.333333333336,2019-04-24 12:19:00,3962_Pangalactic-Gargleblaster_90_FPV
4073,I,384.3,2182.5,225000.0,2019-04-24 12:25:00,4200_Square-One_90_Abba
4074,C,-172.2,1420.0,48333.333333333336,2019-04-24 12:43:00,4377_Pangalactic-Gargleblaster_25_FPV
4075,J,384.3,285.0,4000.0,2019-04-24 13:39:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4076,C,295.05,1420.0,50666.666666666664,2019-04-24 13:58:00,4377_Pangalactic-Gargleblaster_25_FPV
4077,I,406.35,262.5,43333.333333333336,2019-04-24 14:09:00,4228_No-room_25_Abba
4078,F,683.55,3045.0,191000.0,2019-04-24 14:24:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4079,E,-256.2,480.0,51333.333333333336,2019-04-24 15:00:00,4377_Pangalactic-Gargleblaster_25_FPV
4080,E,525.0,1310.0,44666.666666666664,2019-04-24 15:42:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4081,F,894.6,1415.0,90333.33333333333,2019-04-24 15:52:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4082,F,-300.3,2827.5,69000.0,2019-04-24 17:10:00,3962_Pangalactic-Gargleblaster_90_FPV
4083,H,259.34999999999997,3057.5,284000.0,2019-04-24 17:18:00,4377_Pangalactic-Gargleblaster_25_FPV
4084,O,1921.5,10917.5,537000.0,2019-04-24 18:35:00,3962_Pangalactic-Gargleblaster_90_FPV
4085,M,3531.15,0.0,1963000.0,2019-04-24 18:49:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4086,J,76.64999999999999,4147.5,79333.33333333333,2019-04-24 19:44:00,4377_Pangalactic-Gargleblaster_25_FPV
4087,I,-124.95,175.0,17333.333333333332,2019-04-24 19:57:00,4203_Longterm-Camping_90_Abba
4088,C,711.9,9280.0,192000.0,2019-04-24 20:30:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4089,F,108.15,4025.0,114666.66666666667,2019-04-24 21:39:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4090,F,52.5,1740.0,37000.0,2019-04-24 21:45:00,4377_Pangalactic-Gargleblaster_25_FPV
4091,H,1451.1,5895.0,516000.0,2019-04-24 21:51:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4092,O,1299.8999999999999,5022.5,707000.0,2019-04-24 21:57:00,4377_Pangalactic-Gargleblaster_25_FPV
4093,N,-51.45,9280.0,190000.0,2019-04-24 22:27:00,4378_Random-Request_25_FPV
4094,F,565.9499999999999,1740.0,29666.666666666668,2019-04-24 22:35:00,4377_Pangalactic-Gargleblaster_25_FPV
4095,E,-149.1,927.5,40666.666666666664,2019-04-24 22:44:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4096,F,-68.25,4025.0,154000.0,2019-04-24 22:52:00,4377_Pangalactic-Gargleblaster_25_FPV
4097,E,165.9,1637.5,68000.0,2019-04-24 23:28:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4098,C,2.1,4570.0,54000.0,2019-04-25 00:08:00,3962_Pangalactic-Gargleblaster_90_FPV
4099,H,1050.0,5895.0,322000.0,2019-04-25 00:30:00,4377_Pangalactic-Gargleblaster_25_FPV
4100,E,-14.7,3275.0,57000.0,2019-04-25 00:58:00,4378_Random-Request_25_FPV
4101,J,-36.75,282.5,3000.0,2019-04-25 01:32:00,3962_Pangalactic-Gargleblaster_90_FPV
4102,H,132.29999999999998,2182.5,257000.0,2019-04-25 01:48:00,4377_Pangalactic-Gargleblaster_25_FPV
4103,J,16.8,652.5,45666.666666666664,2019-04-25 02:02:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4104,C,178.5,435.0,42666.666666666664,2019-04-25 03:56:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4105,O,23.1,870.0,112333.33333333333,2019-04-25 04:22:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4106,O,248.85,435.0,153000.0,2019-04-25 05:12:00,4377_Pangalactic-Gargleblaster_25_FPV
4107,K,52.5,272.5,95000.0,2019-04-25 05:17:00,4377_Pangalactic-Gargleblaster_25_FPV
4108,E,126.0,87.5,11666.666666666666,2019-04-25 05:25:00,3962_Pangalactic-Gargleblaster_90_FPV
4109,K,-151.20000000000002,272.5,95333.33333333333,2019-04-25 05:30:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4110,K,-95.55,272.5,93333.33333333333,2019-04-25 05:48:00,4378_Random-Request_25_FPV
4111,C,75.60000000000001,217.5,78000.0,2019-04-25 05:56:00,4377_Pangalactic-Gargleblaster_25_FPV
4112,A,-42.0,490.0,33000.0,2019-04-25 06:23:00,4377_Pangalactic-Gargleblaster_25_FPV
4113,E,-211.05,697.5,13333.333333333334,2019-04-25 06:33:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4114,C,350.7,4352.5,65333.333333333336,2019-04-25 06:52:00,3962_Pangalactic-Gargleblaster_90_FPV
4115,E,525.0,347.5,15666.666666666666,2019-04-25 07:06:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4116,C,249.9,1305.0,58666.666666666664,2019-04-25 07:11:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4117,C,77.7,250.0,3000.0,2019-04-25 07:44:00,3962_Pangalactic-Gargleblaster_90_FPV
4118,E,233.1,697.5,18333.333333333332,2019-04-25 08:16:00,3962_Pangalactic-Gargleblaster_90_FPV
4119,O,-143.85,3917.5,551333.3333333334,2019-04-25 08:21:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4120,C,306.59999999999997,1632.5,84333.33333333333,2019-04-25 08:43:00,4377_Pangalactic-Gargleblaster_25_FPV
4121,I,-45.15,42.5,333.3333333333333,2019-04-25 09:02:00,4229_No-room_25_Abba
4122,I,386.4,2175.0,140000.0,2019-04-25 09:15:00,4215_Utility-Function_60_Abba
4123,A,158.54999999999998,2830.0,43000.0,2019-04-25 09:22:00,3971_Random-Request_90_FPV
4124,C,54.6,3265.0,221333.33333333334,2019-04-25 09:44:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4125,F,-195.3,327.5,20333.333333333332,2019-04-25 10:08:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4126,M,3970.05,30467.5,1402333.3333333333,2019-04-25 11:17:00,3962_Pangalactic-Gargleblaster_90_FPV
4127,J,295.05,762.5,41000.0,2019-04-25 11:35:00,4377_Pangalactic-Gargleblaster_25_FPV
4128,E,76.64999999999999,1217.5,30000.0,2019-04-25 11:58:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4129,E,254.1,1217.5,33666.666666666664,2019-04-25 12:29:00,3962_Pangalactic-Gargleblaster_90_FPV
4130,J,-164.85,762.5,42000.0,2019-04-25 12:37:00,4377_Pangalactic-Gargleblaster_25_FPV
4131,C,-150.15,1415.0,46666.666666666664,2019-04-25 12:57:00,4377_Pangalactic-Gargleblaster_25_FPV
4132,C,620.5500000000001,980.0,18666.666666666668,2019-04-25 13:08:00,3962_Pangalactic-Gargleblaster_90_FPV
4133,F,280.34999999999997,3045.0,179000.0,2019-04-25 14:08:00,4378_Random-Request_25_FPV
4134,C,-195.3,980.0,20666.666666666668,2019-04-25 14:36:00,3962_Pangalactic-Gargleblaster_90_FPV
4135,J,590.1,142.5,6666.666666666667,2019-04-25 15:24:00,4377_Pangalactic-Gargleblaster_25_FPV
4136,F,-67.2,652.5,23000.0,2019-04-25 15:29:00,3962_Pangalactic-Gargleblaster_90_FPV
4137,C,-153.29999999999998,4787.5,108666.66666666667,2019-04-25 15:38:00,4377_Pangalactic-Gargleblaster_25_FPV
4138,C,-4.2,435.0,14666.666666666666,2019-04-25 15:48:00,3962_Pangalactic-Gargleblaster_90_FPV
4139,E,19.95,1305.0,30333.333333333332,2019-04-25 16:14:00,3962_Pangalactic-Gargleblaster_90_FPV
4140,E,184.8,1632.5,70666.66666666667,2019-04-25 16:19:00,4378_Random-Request_25_FPV
4141,C,364.35,4787.5,105000.0,2019-04-25 16:40:00,4377_Pangalactic-Gargleblaster_25_FPV
4142,E,224.7,3265.0,73666.66666666667,2019-04-25 16:46:00,3971_Random-Request_90_FPV
4143,J,160.65,1957.5,110000.0,2019-04-25 17:39:00,4377_Pangalactic-Gargleblaster_25_FPV
4144,C,124.95,2830.0,8666.666666666666,2019-04-25 17:45:00,3962_Pangalactic-Gargleblaster_90_FPV
4145,C,13.65,10880.0,146000.0,2019-04-25 18:08:00,4377_Pangalactic-Gargleblaster_25_FPV
4146,M,4159.05,0.0,1704333.3333333333,2019-04-25 18:53:00,3962_Pangalactic-Gargleblaster_90_FPV
4147,E,160.65,1522.5,40666.666666666664,2019-04-25 19:31:00,4377_Pangalactic-Gargleblaster_25_FPV
4148,J,-471.45,380.0,2666.6666666666665,2019-04-25 20:12:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4149,J,1.05,762.5,1333.3333333333333,2019-04-25 20:33:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4150,H,-110.25,5875.0,351000.0,2019-04-25 20:48:00,4377_Pangalactic-Gargleblaster_25_FPV
4151,E,173.25,3265.0,133666.66666666666,2019-04-25 20:59:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4152,O,2612.4,152332.5,621333.3333333334,2019-04-25 21:12:00,3962_Pangalactic-Gargleblaster_90_FPV
4153,N,-34.65,9250.0,452000.0,2019-04-25 21:23:00,4378_Random-Request_25_FPV
4154,H,1001.7,5875.0,318333.3333333333,2019-04-25 21:47:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4155,C,651.0,4897.5,52666.666666666664,2019-04-25 22:10:00,4377_Pangalactic-Gargleblaster_25_FPV
4156,F,3.15,1740.0,73666.66666666667,2019-04-25 22:18:00,4377_Pangalactic-Gargleblaster_25_FPV
4157,C,1174.95,4570.0,290666.6666666667,2019-04-25 22:39:00,4377_Pangalactic-Gargleblaster_25_FPV
4158,F,-204.75,1740.0,89000.0,2019-04-25 22:56:00,4377_Pangalactic-Gargleblaster_25_FPV
4159,K,-218.4,6310.0,194666.66666666666,2019-04-25 23:06:00,4378_Random-Request_25_FPV
4160,A,225.75,10880.0,176333.33333333334,2019-04-25 23:27:00,4378_Random-Request_25_FPV
4161,E,554.4,925.0,71333.33333333333,2019-04-25 23:34:00,4377_Pangalactic-Gargleblaster_25_FPV
4162,C,340.2,272.5,21000.0,2019-04-25 23:52:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4163,E,328.65000000000003,3265.0,89000.0,2019-04-26 00:13:00,4377_Pangalactic-Gargleblaster_25_FPV
4164,E,325.5,3265.0,72666.66666666667,2019-04-26 00:43:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4165,J,186.9,1305.0,57000.0,2019-04-26 00:58:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4166,I,226.8,260.0,20333.333333333332,2019-04-26 01:09:00,4200_Square-One_90_Abba
4167,F,119.7,2.5,32333.333333333332,2019-04-26 01:14:00,4377_Pangalactic-Gargleblaster_25_FPV
4168,J,27.3,1305.0,53000.0,2019-04-26 01:54:00,3962_Pangalactic-Gargleblaster_90_FPV
4169,C,244.65,4570.0,78333.33333333333,2019-04-26 02:05:00,3962_Pangalactic-Gargleblaster_90_FPV
4170,K,-84.0,10.0,8000.0,2019-04-26 02:15:00,4228_No-room_25_Abba
4171,C,-136.5,1957.5,103666.66666666667,2019-04-26 02:49:00,4377_Pangalactic-Gargleblaster_25_FPV
4172,C,7.35,42.5,9333.333333333334,2019-04-26 03:24:00,4377_Pangalactic-Gargleblaster_25_FPV
4173,C,427.35,435.0,56666.666666666664,2019-04-26 05:18:00,3962_Pangalactic-Gargleblaster_90_FPV
4174,C,210.0,870.0,8333.333333333334,2019-04-26 06:25:00,3962_Pangalactic-Gargleblaster_90_FPV
4175,J,92.4,545.0,16333.333333333334,2019-04-26 07:23:00,3962_Pangalactic-Gargleblaster_90_FPV
4176,J,337.05,545.0,13000.0,2019-04-26 08:22:00,3962_Pangalactic-Gargleblaster_90_FPV
4177,E,81.89999999999999,795.0,29000.0,2019-04-26 08:30:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4178,F,70.35000000000001,1087.5,22666.666666666668,2019-04-26 08:43:00,4377_Pangalactic-Gargleblaster_25_FPV
4179,A,343.35,7400.0,35333.333333333336,2019-04-26 09:17:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4180,C,502.95,2175.0,20666.666666666668,2019-04-26 10:06:00,4377_Pangalactic-Gargleblaster_25_FPV
4181,C,279.3,4352.5,22666.666666666668,2019-04-26 10:38:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4182,J,739.2,3917.5,35000.0,2019-04-26 11:17:00,3962_Pangalactic-Gargleblaster_90_FPV
4183,E,231.0,2720.0,82666.66666666667,2019-04-26 11:30:00,3962_Pangalactic-Gargleblaster_90_FPV
4184,O,595.35,2830.0,417000.0,2019-04-26 11:43:00,4377_Pangalactic-Gargleblaster_25_FPV
4185,I,115.5,130.0,11000.0,2019-04-26 11:53:00,4203_Longterm-Camping_90_Abba
4186,C,76.64999999999999,2830.0,53666.666666666664,2019-04-26 12:13:00,3962_Pangalactic-Gargleblaster_90_FPV
4187,E,463.05,2720.0,124000.0,2019-04-26 12:33:00,3962_Pangalactic-Gargleblaster_90_FPV
4188,K,-8.4,110.0,2000.0,2019-04-26 12:41:00,4227_Busy-Bee_25_Abba
4189,N,385.35,2067.5,75333.33333333333,2019-04-26 12:52:00,4377_Pangalactic-Gargleblaster_25_FPV
4190,F,306.59999999999997,2827.5,66666.66666666667,2019-04-26 13:15:00,3962_Pangalactic-Gargleblaster_90_FPV
4191,I,115.5,1087.5,55333.333333333336,2019-04-26 13:34:00,4227_Busy-Bee_25_Abba
4192,I,274.05,1087.5,78333.33333333333,2019-04-26 13:49:00,4228_No-room_25_Abba
4193,E,507.15,2285.0,141666.66666666666,2019-04-26 14:01:00,4378_Random-Request_25_FPV
4194,I,182.7,1087.5,107666.66666666667,2019-04-26 14:19:00,4227_Busy-Bee_25_Abba
4195,E,548.1,4570.0,147333.33333333334,2019-04-26 14:37:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4196,N,772.8,4135.0,142000.0,2019-04-26 15:19:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4197,K,-61.95,435.0,18333.333333333332,2019-04-26 15:43:00,4215_Utility-Function_60_Abba
4198,F,-34.65,2827.5,69666.66666666667,2019-04-26 16:33:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4199,C,127.05,4787.5,213333.33333333334,2019-04-26 16:42:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4200,I,421.05,1087.5,0.0,2019-04-26 17:03:00,4227_Busy-Bee_25_Abba
4201,C,437.85,2720.0,216000.0,2019-04-26 17:11:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4202,I,-43.05,2175.0,0.0,2019-04-26 17:16:00,4200_Square-One_90_Abba
4203,I,-53.55,2175.0,213000.0,2019-04-26 17:37:00,4203_Longterm-Camping_90_Abba
4204,K,-294.0,435.0,2000.0,2019-04-26 17:42:00,4215_Utility-Function_60_Abba
4205,F,554.4,1415.0,103000.0,2019-04-26 17:53:00,4377_Pangalactic-Gargleblaster_25_FPV
4206,K,239.4,6310.0,184000.0,2019-04-26 18:06:00,4378_Random-Request_25_FPV
4207,K,582.75,6310.0,178000.0,2019-04-26 18:44:00,4377_Pangalactic-Gargleblaster_25_FPV
4208,F,23.1,1415.0,81000.0,2019-04-26 18:53:00,4377_Pangalactic-Gargleblaster_25_FPV
4209,K,161.70000000000002,260.0,6666.666666666667,2019-04-26 19:13:00,4200_Square-One_90_Abba
4210,I,264.59999999999997,870.0,75333.33333333333,2019-04-26 19:21:00,4228_No-room_25_Abba
4211,N,715.05,4135.0,302000.0,2019-04-26 19:31:00,3962_Pangalactic-Gargleblaster_90_FPV
4212,N,13.65,9250.0,360333.3333333333,2019-04-26 20:02:00,4378_Random-Request_25_FPV
4213,N,638.4,9250.0,396000.0,2019-04-26 20:32:00,4377_Pangalactic-Gargleblaster_25_FPV
4214,I,1158.1499999999999,3482.5,146000.0,2019-04-26 21:07:00,4215_Utility-Function_60_Abba
4215,O,1093.05,27202.5,295666.6666666667,2019-04-26 21:19:00,3962_Pangalactic-Gargleblaster_90_FPV
4216,J,68.25,380.0,45000.0,2019-04-26 21:33:00,4377_Pangalactic-Gargleblaster_25_FPV
4217,A,323.40000000000003,8705.0,234000.0,2019-04-26 21:57:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4218,H,909.3,6745.0,420666.6666666667,2019-04-26 22:04:00,4377_Pangalactic-Gargleblaster_25_FPV
4219,F,-111.3,1740.0,27000.0,2019-04-26 22:14:00,4377_Pangalactic-Gargleblaster_25_FPV
4220,E,739.2,3265.0,164333.33333333334,2019-04-26 22:20:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4221,K,-135.45000000000002,260.0,13333.333333333334,2019-04-26 22:29:00,4200_Square-One_90_Abba
4222,C,257.25,4570.0,237000.0,2019-04-26 22:49:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4223,A,816.9,8705.0,174666.66666666666,2019-04-26 23:35:00,4377_Pangalactic-Gargleblaster_25_FPV
4224,J,-24.15,282.5,24333.333333333332,2019-04-27 00:08:00,3962_Pangalactic-Gargleblaster_90_FPV
4225,E,-11.55,6527.5,69666.66666666667,2019-04-27 00:23:00,3971_Random-Request_90_FPV
4226,I,63.0,130.0,105000.0,2019-04-27 01:06:00,4228_No-room_25_Abba
4227,I,434.7,522.5,112666.66666666667,2019-04-27 01:24:00,4215_Utility-Function_60_Abba
4228,D,219.45,3385.0,12000.0,2019-04-27 01:44:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4229,J,-264.59999999999997,42.5,20666.666666666668,2019-04-27 02:11:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4230,D,300.3,1957.5,52666.666666666664,2019-04-27 02:17:00,3962_Pangalactic-Gargleblaster_90_FPV
4231,C,270.90000000000003,4570.0,69333.33333333333,2019-04-27 02:23:00,3962_Pangalactic-Gargleblaster_90_FPV
4232,K,187.95,272.5,66000.0,2019-04-27 03:01:00,4377_Pangalactic-Gargleblaster_25_FPV
4233,J,179.55,42.5,15000.0,2019-04-27 03:44:00,3962_Pangalactic-Gargleblaster_90_FPV
4234,N,-64.05,2.5,141000.0,2019-04-27 03:56:00,4378_Random-Request_25_FPV
4235,K,198.45,545.0,105666.66666666667,2019-04-27 04:30:00,3962_Pangalactic-Gargleblaster_90_FPV
4236,O,164.85,355.0,111000.0,2019-04-27 04:40:00,4377_Pangalactic-Gargleblaster_25_FPV
4237,C,-170.1,217.5,47333.333333333336,2019-04-27 04:56:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4238,E,-210.0,412.5,51000.0,2019-04-27 05:05:00,3971_Random-Request_90_FPV
4239,E,171.15,412.5,58000.0,2019-04-27 05:31:00,3962_Pangalactic-Gargleblaster_90_FPV
4240,J,145.95000000000002,22.5,13666.666666666666,2019-04-27 05:56:00,4377_Pangalactic-Gargleblaster_25_FPV
4241,C,133.35,3372.5,102000.0,2019-04-27 06:12:00,4377_Pangalactic-Gargleblaster_25_FPV
4242,K,-4.2,392.5,4333.333333333333,2019-04-27 06:18:00,4215_Utility-Function_60_Abba
4243,C,309.75,7182.5,196666.66666666666,2019-04-27 06:58:00,3962_Pangalactic-Gargleblaster_90_FPV
4244,F,413.7,2175.0,39666.666666666664,2019-04-27 07:19:00,3962_Pangalactic-Gargleblaster_90_FPV
4245,C,391.65,3372.5,278000.0,2019-04-27 08:12:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4246,N,-25.2,2502.5,133000.0,2019-04-27 08:33:00,4378_Random-Request_25_FPV
4247,I,-76.64999999999999,130.0,4333.333333333333,2019-04-27 09:02:00,4203_Longterm-Camping_90_Abba
4248,I,5.25,1087.5,164333.33333333334,2019-04-27 09:26:00,4227_Busy-Bee_25_Abba
4249,A,296.09999999999997,3700.0,192000.0,2019-04-27 09:38:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4250,I,415.8,2175.0,175333.33333333334,2019-04-27 09:43:00,4200_Square-One_90_Abba
4251,I,-2.1,1087.5,196666.66666666666,2019-04-27 09:55:00,4229_No-room_25_Abba
4252,F,-67.2,1087.5,107333.33333333333,2019-04-27 10:06:00,4377_Pangalactic-Gargleblaster_25_FPV
4253,M,4721.849999999999,0.0,1494000.0,2019-04-27 10:15:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4254,I,56.7,65.0,5333.333333333333,2019-04-27 10:22:00,4228_No-room_25_Abba
4255,N,200.55,2502.5,169000.0,2019-04-27 10:27:00,4377_Pangalactic-Gargleblaster_25_FPV
4256,I,67.2,260.0,1000.0,2019-04-27 10:32:00,4215_Utility-Function_60_Abba
4257,K,-79.8,97.5,24333.333333333332,2019-04-27 10:41:00,4229_No-room_25_Abba
4258,M,5495.7,0.0,1934333.3333333333,2019-04-27 10:46:00,3962_Pangalactic-Gargleblaster_90_FPV
4259,I,132.29999999999998,2175.0,290666.6666666667,2019-04-27 11:13:00,4203_Longterm-Camping_90_Abba
4260,I,872.55,2175.0,294666.6666666667,2019-04-27 11:38:00,4200_Square-One_90_Abba
4261,I,682.5,1087.5,324000.0,2019-04-27 11:50:00,4228_No-room_25_Abba
4262,F,-274.05,1087.5,136666.66666666666,2019-04-27 11:56:00,4377_Pangalactic-Gargleblaster_25_FPV
4263,N,-93.45,4135.0,317333.3333333333,2019-04-27 12:11:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4264,M,2321.5499999999997,0.0,1376666.6666666667,2019-04-27 12:27:00,4377_Pangalactic-Gargleblaster_25_FPV
4265,N,213.15,4135.0,363333.3333333333,2019-04-27 12:32:00,3971_Random-Request_90_FPV
4266,M,2265.9,0.0,1715000.0,2019-04-27 13:07:00,4377_Pangalactic-Gargleblaster_25_FPV
4267,C,37.800000000000004,3372.5,211333.33333333334,2019-04-27 13:20:00,4377_Pangalactic-Gargleblaster_25_FPV
4268,M,10421.25,0.0,2697333.3333333335,2019-04-27 14:12:00,3962_Pangalactic-Gargleblaster_90_FPV
4269,N,472.5,2067.5,282333.3333333333,2019-04-27 14:20:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4270,N,689.85,2067.5,356000.0,2019-04-27 15:43:00,4378_Random-Request_25_FPV
4271,I,609.0,1392.5,81333.33333333333,2019-04-27 15:48:00,4215_Utility-Function_60_Abba
4272,I,413.7,1392.5,214333.33333333334,2019-04-27 17:06:00,4215_Utility-Function_60_Abba
4273,I,1033.2,697.5,218666.66666666666,2019-04-27 17:23:00,4200_Square-One_90_Abba
4274,O,328.65000000000003,2830.0,319666.6666666667,2019-04-27 17:37:00,4377_Pangalactic-Gargleblaster_25_FPV
4275,I,57.75,697.5,200000.0,2019-04-27 18:55:00,4203_Longterm-Camping_90_Abba
4276,I,616.35,1740.0,253666.66666666666,2019-04-27 19:18:00,4200_Square-One_90_Abba
4277,I,1143.45,870.0,280666.6666666667,2019-04-27 19:43:00,4227_Busy-Bee_25_Abba
4278,O,170.1,5005.0,226666.66666666666,2019-04-27 20:55:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4279,I,67.2,870.0,298000.0,2019-04-27 21:06:00,4229_No-room_25_Abba
4280,I,528.15,1740.0,275666.6666666667,2019-04-27 21:52:00,4203_Longterm-Camping_90_Abba
4281,D,215.25,1957.5,24666.666666666668,2019-04-27 23:11:00,3973_Toxic-Vanilla-Milkshake_90_FPV
4282,O,137.54999999999998,925.0,317666.6666666667,2019-04-27 23:42:00,4377_Pangalactic-Gargleblaster_25_FPV
4283,D,24.15,1957.5,62666.666666666664,2019-04-27 23:55:00,3962_Pangalactic-Gargleblaster_90_FPV
4284,D,216.3,6767.5,144000.0,2019-04-28 00:11:00,3962_Pangalactic-Gargleblaster_90_FPV
4285,C,-263.55,1957.5,114333.33333333333,2019-04-28 00:21:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4286,O,89.25,925.0,348333.3333333333,2019-04-28 00:35:00,4377_Pangalactic-Gargleblaster_25_FPV
4287,D,462.0,6767.5,135333.33333333334,2019-04-28 00:43:00,3962_Pangalactic-Gargleblaster_90_FPV
4288,D,10.5,3385.0,120000.0,2019-04-28 01:25:00,4379_Toxic-Vanilla-Milkshake_25_FPV
4289,C,348.6,1957.5,135000.0,2019-04-28 01:50:00,4377_Pangalactic-Gargleblaster_25_FPV
4290,C,108.15,3917.5,155666.66666666666,2019-04-28 02:28:00,3962_Pangalactic-Gargleblaster_90_FPV
